OrderID,CustomerID,OrderDate,PaymentMode,Region
O3760,C431,2024-02-03,UPI,South
O3761,C036,2023-06-28,Net Banking,West
O3762,C330,2023-05-11,Cash,South
O3763,C303,2023-08-26,Cash,North
O3764,C055,2024-11-18,Debit Card,South
O3765,C152,2024-03-23,Net Banking,North
O3766,C190,2023-07-19,Cash,North
O3767,C214,2023-07-19,UPI,East
O3768,C121,2024-01-25,Net Banking,South
O3769,C106,2024-12-22,Net Banking,South
O3770,C113,2024-01-05,Debit Card,West
O3771,C256,2024-01-18,Credit Card,West
O3772,C064,2023-08-21,Debit Card,North
O3773,C388,2024-10-24,Net Banking,South
O3774,C141,2023-12-23,Net Banking,South
O3775,C429,2023-11-26,Net Banking,East
O3776,C348,2023-01-24,Net Banking,West
O3777,C077,2023-05-09,Net Banking,West
O3778,C278,2024-09-08,Credit Card,South
O3779,C135,2023-06-15,Credit Card,North
O3780,C164,2023-02-28,Debit Card,South
O3781,C258,2023-11-25,UPI,South
O3782,C133,2023-05-23,Net Banking,West
O3783,C404,2024-01-27,Debit Card,South
O3784,C171,2023-01-19,Credit Card,East
O3785,C085,2024-12-04,Cash,South
O3786,C419,2023-05-24,UPI,North
O3787,C269,2023-04-11,Cash,North
O3788,C478,2023-07-24,Credit Card,South
O3789,C029,2023-01-26,Debit Card,East
O3790,C378,2024-10-28,UPI,East
O3791,C247,2023-08-10,UPI,West
O3792,C187,2023-08-17,Net Banking,West
O3793,C044,2024-12-22,Credit Card,East
O3794,C197,2024-10-23,Debit Card,West
O3795,C299,2023-09-12,Net Banking,West
O3796,C323,2024-12-05,Net Banking,South
O3797,C049,2024-11-22,Credit Card,South
O3798,C173,2023-08-22,Credit Card,East
O3799,C063,2023-04-14,Credit Card,North
O3800,C415,2024-02-25,UPI,South
O3801,C342,2023-05-01,Debit Card,South
O3802,C416,2023-07-16,UPI,North
O3803,C480,2024-10-18,UPI,North
O3804,C061,2024-09-06,UPI,North
O3805,C010,2023-11-23,Credit Card,South
O3806,C436,2024-09-21,Credit Card,North
O3807,C204,2023-04-07,Credit Card,East
O3808,C099,2024-02-08,Credit Card,West
O3809,C196,2023-06-05,Credit Card,East
O3810,C199,2023-03-03,Net Banking,South
O3811,C030,2024-05-23,UPI,South
O3812,C063,2023-11-04,UPI,North
O3813,C261,2023-06-28,Cash,West
O3814,C157,2023-06-08,Credit Card,West
O3815,C253,2023-03-22,Cash,East
O3816,C174,2023-03-02,Credit Card,North
O3817,C388,2023-11-15,UPI,South
O3818,C086,2024-08-19,UPI,South
O3819,C186,2024-02-06,Credit Card,South
O3820,C326,2023-09-09,Credit Card,South
O3821,C350,2023-05-11,UPI,South
O3822,C391,2023-04-10,Cash,West
O3823,C244,2024-03-03,Net Banking,West
O3824,C325,2023-10-12,UPI,South
O3825,C412,2023-07-08,Credit Card,West
O3826,C347,2024-02-26,Cash,West
O3827,C296,2024-12-08,Debit Card,East
O3828,C265,2023-09-18,Cash,South
O3829,C038,2023-05-24,Cash,South
O3830,C116,2023-02-18,Credit Card,North
O3831,C295,2023-07-07,Credit Card,South
O3832,C209,2023-05-17,Debit Card,West
O3833,C471,2024-11-26,Cash,South
O3834,C082,2023-10-28,Debit Card,West
O3835,C087,2023-10-09,Net Banking,North
O3836,C235,2024-08-22,Credit Card,South
O3837,C184,2024-11-09,Net Banking,South
O3838,C126,2023-02-27,UPI,South
O3839,C031,2023-06-18,Cash,South
O3840,C073,2023-06-25,Debit Card,North
O3841,C388,2024-07-09,Credit Card,South
O3842,C321,2024-02-18,Cash,South
O3843,C455,2024-03-03,Cash,North
O3844,C488,2023-11-28,UPI,North
O3845,C114,2024-06-07,Debit Card,West
O3846,C297,2024-05-27,UPI,West
O3847,C253,2023-05-28,Debit Card,East
O3848,C371,2024-05-01,UPI,South
O3849,C154,2024-10-11,Cash,South
O3850,C322,2023-04-09,Net Banking,South
O3851,C374,2024-01-03,Cash,West
O3852,C406,2024-11-07,Debit Card,South
O3853,C288,2023-05-18,Cash,North
O3854,C227,2023-12-26,UPI,North
O3855,C033,2024-03-09,Debit Card,West
O3856,C269,2023-04-09,Credit Card,North
O3857,C411,2024-08-04,Cash,West
O3858,C353,2023-07-02,Cash,South
O3859,C302,2024-06-17,Debit Card,North
O3860,C208,2024-08-25,Credit Card,North
O3861,C241,2023-10-01,UPI,South
O3862,C380,2024-04-23,Net Banking,West
O3863,C321,2024-06-02,UPI,South
O3864,C391,2024-02-20,Credit Card,West
O3865,C049,2024-12-16,Debit Card,South
O3866,C154,2023-03-17,Cash,South
O3867,C255,2023-03-25,UPI,West
O3868,C468,2024-10-26,Debit Card,North
O3869,C142,2024-09-26,Debit Card,West
O3870,C071,2024-12-04,Cash,South
O3871,C324,2024-07-19,Debit Card,South
O3872,C045,2023-12-18,Credit Card,North
O3873,C213,2024-11-22,Debit Card,North
O3874,C163,2023-05-03,Debit Card,North
O3875,C480,2023-02-20,Net Banking,North
O3876,C048,2024-06-28,Net Banking,West
O3877,C493,2023-06-10,Credit Card,West
O3878,C430,2024-12-08,Net Banking,North
O3879,C146,2023-08-22,Debit Card,North
O3880,C214,2023-09-14,Cash,East
O3881,C070,2024-11-22,Debit Card,North
O3882,C376,2023-12-24,Credit Card,North
O3883,C253,2024-03-09,Net Banking,East
O3884,C021,2024-10-11,Cash,West
O3885,C064,2024-01-09,Net Banking,North
O3886,C171,2023-06-07,UPI,East
O3887,C108,2024-01-27,Debit Card,West
O3888,C055,2023-11-20,Cash,South
O3889,C412,2024-07-21,Net Banking,West
O3890,C143,2024-06-26,UPI,South
O3891,C030,2023-07-26,Cash,South
O3892,C105,2024-12-23,UPI,North
O3893,C291,2024-04-25,Credit Card,South
O3894,C166,2024-02-20,Net Banking,North
O3895,C418,2024-12-02,Credit Card,West
O3896,C259,2024-07-20,Cash,West
O3897,C349,2024-07-23,UPI,North
O3898,C002,2024-08-08,UPI,West
O3899,C474,2024-06-07,Net Banking,North
O3900,C148,2024-02-03,Cash,West
O3901,C093,2023-10-06,Debit Card,West
O3902,C433,2023-07-26,Net Banking,East
O3903,C077,2023-03-06,Credit Card,West
O3904,C417,2024-01-22,Credit Card,West
O3905,C409,2023-06-03,Credit Card,East
O3906,C266,2023-03-01,UPI,North
O3907,C055,2024-11-13,Debit Card,South
O3908,C167,2024-12-19,Credit Card,North
O3909,C419,2023-05-17,Cash,North
O3910,C164,2024-05-03,Credit Card,South
O3911,C372,2024-03-09,Credit Card,North
O3912,C185,2024-10-18,Debit Card,South
O3913,C436,2024-06-12,Net Banking,North
O3914,C498,2023-12-09,Net Banking,North
O3915,C417,2024-11-23,Credit Card,West
O3916,C051,2024-09-09,Debit Card,East
O3917,C227,2023-06-19,UPI,North
O3918,C220,2024-05-08,Net Banking,North
O3919,C489,2024-01-02,Credit Card,West
O3920,C272,2023-09-01,UPI,South
O3921,C279,2024-06-14,Net Banking,East
O3922,C404,2024-01-19,Debit Card,South
O3923,C094,2023-06-25,Net Banking,North
O3924,C469,2023-01-17,Credit Card,South
O3925,C155,2023-12-22,Credit Card,South
O3926,C347,2023-09-26,Net Banking,West
O3927,C128,2024-11-27,Credit Card,West
O3928,C267,2023-01-12,Credit Card,South
O3929,C101,2023-06-17,Net Banking,North
O3930,C279,2023-01-14,Credit Card,East
O3931,C437,2023-01-21,Cash,North
O3932,C317,2023-02-08,Credit Card,West
O3933,C422,2023-07-21,Credit Card,West
O3934,C281,2023-03-04,Cash,South
O3935,C401,2023-12-24,Net Banking,West
O3936,C075,2024-11-19,Credit Card,North
O3937,C461,2024-06-15,Debit Card,North
O3938,C213,2023-01-18,Net Banking,North
O3939,C391,2024-02-28,Cash,West
O3940,C219,2024-07-08,Debit Card,North
O3941,C477,2023-11-05,Credit Card,West
O3942,C439,2024-06-06,Cash,North
O3943,C315,2023-03-14,Credit Card,North
O3944,C044,2024-09-08,UPI,East
O3945,C002,2023-03-10,UPI,West
O3946,C087,2023-12-20,Credit Card,North
O3947,C070,2023-07-19,Cash,North
O3948,C199,2024-03-03,Cash,South
O3949,C091,2023-09-13,UPI,West
O3950,C285,2024-11-09,UPI,South
O3951,C098,2023-04-18,UPI,North
O3952,C007,2023-10-17,Debit Card,North
O3953,C492,2023-05-28,Credit Card,West
O3954,C330,2024-01-25,Credit Card,South
O3955,C069,2023-11-22,UPI,North
O3956,C201,2023-12-03,Credit Card,South
O3957,C296,2024-06-27,Net Banking,East
O3958,C261,2024-11-10,Net Banking,West
O3959,C189,2023-05-12,Credit Card,North
O3960,C181,2023-04-14,Credit Card,West
O3961,C027,2023-04-19,UPI,West
O3962,C073,2024-09-07,Debit Card,North
O3963,C472,2023-02-20,Net Banking,West
O3964,C482,2024-04-27,Credit Card,West
O3965,C188,2023-12-09,Credit Card,North
O3966,C086,2023-02-10,UPI,South
O3967,C256,2023-05-08,Net Banking,West
O3968,C435,2023-08-10,Credit Card,West
O3969,C264,2023-02-18,Net Banking,South
O3970,C400,2024-01-07,Debit Card,East
O3971,C082,2023-04-01,Net Banking,West
O3972,C208,2024-08-23,UPI,North
O3973,C121,2024-05-06,UPI,South
O3974,C484,2023-10-04,Cash,East
O3975,C418,2024-05-16,UPI,West
O3976,C473,2024-01-10,Cash,North
O3977,C362,2023-09-05,Credit Card,North
O3978,C416,2023-10-18,Debit Card,North
O3979,C175,2024-02-08,Net Banking,North
O3980,C434,2024-04-26,Credit Card,South
O3981,C111,2023-01-16,Net Banking,West
O3982,C429,2023-02-19,Cash,East
O3983,C045,2023-04-16,UPI,North
O3984,C032,2023-11-21,Debit Card,North
O3985,C229,2024-08-15,Credit Card,North
O3986,C277,2023-12-17,Credit Card,South
O3987,C467,2024-02-14,Debit Card,North
O3988,C222,2023-06-03,Credit Card,North
O3989,C268,2024-04-15,Cash,West
O3990,C061,2023-06-27,UPI,North
O3991,C202,2024-12-20,Cash,West
O3992,C207,2024-03-10,Net Banking,South
O3993,C071,2023-05-01,Debit Card,South
O3994,C221,2024-07-04,Credit Card,West
O3995,C088,2024-01-06,Debit Card,North
O3996,C082,2024-05-18,UPI,West
O3997,C057,2024-10-26,Cash,East
O3998,C323,2024-04-02,Net Banking,South
O3999,C143,2024-02-21,Debit Card,South
O4000,C409,2023-07-05,Net Banking,East
O4001,C443,2024-05-14,Cash,North
O4002,C035,2023-06-18,Cash,West
O4003,C123,2023-08-14,UPI,West
O4004,C161,2024-04-12,Net Banking,East
O4005,C372,2023-12-17,UPI,North
O4006,C464,2024-02-15,Credit Card,North
O4007,C084,2023-12-22,Debit Card,East
O4008,C398,2024-04-22,Credit Card,South
O4009,C018,2024-07-08,Credit Card,East
O4010,C449,2023-05-14,Cash,South
O4011,C001,2024-11-28,Credit Card,West
O4012,C165,2024-02-16,Credit Card,East
O4013,C316,2023-05-23,Net Banking,North
O4014,C057,2023-04-18,Debit Card,East
O4015,C364,2024-10-06,UPI,West
O4016,C403,2023-01-09,Cash,West
O4017,C064,2024-05-15,Debit Card,North
O4018,C034,2023-04-10,UPI,South
O4019,C102,2024-05-08,Credit Card,North
O4020,C192,2024-03-27,Net Banking,North
O4021,C008,2024-08-20,Cash,West
O4022,C241,2023-09-20,Credit Card,South
O4023,C276,2023-03-04,Cash,South
O4024,C258,2023-01-15,Net Banking,South
O4025,C161,2023-10-14,UPI,East
O4026,C171,2024-07-02,Net Banking,East
O4027,C446,2024-12-04,Net Banking,North
O4028,C311,2024-11-27,Debit Card,East
O4029,C492,2023-09-26,UPI,West
O4030,C376,2023-05-22,Credit Card,North
O4031,C331,2024-03-21,Debit Card,South
O4032,C381,2023-04-16,Net Banking,South
O4033,C065,2023-11-21,UPI,West
O4034,C405,2024-07-22,UPI,North
O4035,C416,2024-07-19,Debit Card,North
O4036,C255,2023-04-25,Credit Card,West
O4037,C251,2024-05-01,Cash,North
O4038,C268,2024-05-13,Credit Card,West
O4039,C053,2024-03-16,Net Banking,South
O4040,C142,2023-08-03,Credit Card,West
O4041,C022,2023-08-23,Net Banking,South
O4042,C226,2023-12-02,UPI,East
O4043,C247,2024-05-21,UPI,West
O4044,C495,2023-06-09,Net Banking,South
O4045,C175,2024-07-05,Cash,North
O4046,C328,2024-05-23,Cash,West
O4047,C007,2023-03-11,Credit Card,North
O4048,C031,2023-10-08,Debit Card,South
O4049,C327,2024-05-28,Debit Card,West
O4050,C340,2023-11-23,Net Banking,West
O4051,C031,2024-01-07,Debit Card,South
O4052,C391,2023-02-27,Credit Card,West
O4053,C379,2023-08-04,Credit Card,West
O4054,C446,2024-08-07,Cash,North
O4055,C351,2023-10-24,Net Banking,West
O4056,C072,2024-04-23,Net Banking,East
O4057,C422,2023-01-17,Credit Card,West
O4058,C432,2023-01-08,Net Banking,West
O4059,C212,2024-04-13,Cash,North
O4060,C212,2023-08-22,Net Banking,North
O4061,C480,2023-01-04,Debit Card,North
O4062,C430,2024-03-26,Cash,North
O4063,C426,2024-12-26,Cash,East
O4064,C043,2023-11-02,Credit Card,West
O4065,C104,2023-10-20,Debit Card,North
O4066,C178,2023-04-19,UPI,South
O4067,C343,2024-11-14,Cash,South
O4068,C066,2024-04-07,Debit Card,West
O4069,C082,2023-01-15,Debit Card,West
O4070,C465,2023-09-13,Cash,West
O4071,C244,2024-11-19,Debit Card,West
O4072,C441,2024-12-22,Credit Card,South
O4073,C124,2024-07-20,Cash,West
O4074,C254,2023-02-18,Cash,South
O4075,C228,2023-12-25,UPI,North
O4076,C342,2023-12-04,Credit Card,South
O4077,C249,2023-06-23,Credit Card,West
O4078,C482,2023-10-09,Debit Card,West
O4079,C278,2023-10-25,UPI,South
O4080,C123,2024-10-03,UPI,West
O4081,C469,2024-10-28,Net Banking,South
O4082,C057,2024-03-16,Net Banking,East
O4083,C382,2023-08-28,Debit Card,South
O4084,C200,2024-04-25,Credit Card,South
O4085,C245,2023-06-11,Credit Card,North
O4086,C063,2024-04-09,UPI,North
O4087,C292,2024-11-12,Debit Card,North
O4088,C458,2023-05-27,Net Banking,South
O4089,C250,2023-11-07,Debit Card,South
O4090,C135,2023-06-02,Net Banking,North
O4091,C250,2024-12-20,Net Banking,South
O4092,C315,2024-11-19,UPI,North
O4093,C200,2023-03-04,Cash,South
O4094,C259,2023-01-17,Cash,West
O4095,C004,2023-10-22,Cash,West
O4096,C071,2023-01-19,Net Banking,South
O4097,C360,2023-09-09,UPI,South
O4098,C196,2024-01-04,Debit Card,East
O4099,C124,2024-08-16,Credit Card,West
O4100,C174,2023-10-11,UPI,North
O4101,C113,2023-02-04,Cash,West
O4102,C338,2023-03-16,Cash,South
O4103,C497,2024-02-18,UPI,North
O4104,C077,2023-08-26,Credit Card,West
O4105,C158,2024-12-07,Credit Card,West
O4106,C309,2023-12-05,Debit Card,West
O4107,C452,2023-08-09,UPI,West
O4108,C189,2023-06-10,Debit Card,North
O4109,C032,2023-04-13,Credit Card,North
O4110,C261,2023-02-03,UPI,West
O4111,C267,2023-09-12,Debit Card,South
O4112,C218,2023-02-25,Net Banking,North
O4113,C242,2023-04-11,Debit Card,West
O4114,C045,2023-04-05,Credit Card,North
O4115,C162,2023-03-16,Credit Card,East
O4116,C053,2023-09-24,Credit Card,South
O4117,C214,2023-03-23,Net Banking,East
O4118,C255,2023-03-27,Credit Card,West
O4119,C337,2023-04-15,Debit Card,South
O4120,C143,2024-07-14,Cash,South
O4121,C370,2024-04-06,Debit Card,West
O4122,C131,2023-11-12,Debit Card,West
O4123,C252,2023-04-22,Debit Card,South
O4124,C465,2023-09-10,Net Banking,West
O4125,C314,2023-01-06,UPI,North
O4126,C292,2023-09-09,Cash,North
O4127,C267,2024-05-25,UPI,South
O4128,C102,2023-07-06,Cash,North
O4129,C434,2024-10-27,Credit Card,South
O4130,C484,2024-01-14,UPI,East
O4131,C102,2023-04-23,Net Banking,North
O4132,C158,2023-08-25,Debit Card,West
O4133,C249,2023-08-04,UPI,West
O4134,C284,2024-11-25,Debit Card,West
O4135,C221,2024-03-05,Cash,West
O4136,C436,2024-03-26,Cash,North
O4137,C147,2023-09-28,Net Banking,North
O4138,C236,2024-01-17,Net Banking,West
O4139,C251,2023-09-19,UPI,North
O4140,C339,2024-04-17,Net Banking,North
O4141,C025,2024-01-25,Credit Card,West
O4142,C025,2024-10-02,Debit Card,West
O4143,C434,2024-03-18,Cash,South
O4144,C154,2023-10-17,Cash,South
O4145,C325,2023-04-17,Debit Card,South
O4146,C008,2023-01-16,Net Banking,West
O4147,C460,2024-07-21,Cash,North
O4148,C357,2024-08-23,Credit Card,East
O4149,C065,2023-01-27,UPI,West
O4150,C010,2023-04-23,Net Banking,South
O4151,C135,2023-09-02,Cash,North
O4152,C342,2024-10-25,Debit Card,South
O4153,C251,2024-08-11,Credit Card,North
O4154,C431,2023-02-19,Net Banking,South
O4155,C053,2023-10-07,UPI,South
O4156,C245,2023-09-24,Credit Card,North
O4157,C038,2023-02-21,Cash,South
O4158,C115,2024-08-28,Cash,North
O4159,C059,2023-05-19,Debit Card,West
O4160,C445,2024-03-04,Credit Card,South
O4161,C179,2023-12-06,Net Banking,South
O4162,C413,2023-09-22,UPI,West
O4163,C157,2024-01-21,Cash,West
O4164,C141,2023-05-11,Cash,South
O4165,C159,2024-06-06,Net Banking,South
O4166,C387,2024-03-17,Debit Card,North
O4167,C045,2023-11-08,Cash,North
O4168,C458,2023-08-10,Cash,South
O4169,C119,2023-08-26,UPI,South
O4170,C339,2023-09-01,Cash,North
O4171,C212,2024-09-27,Debit Card,North
O4172,C142,2023-04-04,UPI,West
O4173,C023,2023-05-21,Net Banking,West
O4174,C020,2023-06-05,Credit Card,West
O4175,C289,2023-03-26,Net Banking,West
O4176,C499,2023-01-06,Debit Card,North
O4177,C426,2023-10-10,Cash,East
O4178,C117,2023-09-15,Cash,South
O4179,C418,2024-08-11,Net Banking,West
O4180,C034,2023-10-09,Net Banking,South
O4181,C437,2024-01-03,UPI,North
O4182,C085,2023-02-13,UPI,South
O4183,C047,2023-02-20,Cash,South
O4184,C306,2024-03-03,Net Banking,East
O4185,C156,2024-12-22,UPI,North
O4186,C427,2024-05-03,Cash,East
O4187,C373,2024-11-07,Net Banking,South
O4188,C114,2024-10-27,UPI,West
O4189,C353,2023-04-11,Cash,South
O4190,C191,2023-11-06,Credit Card,West
O4191,C440,2024-11-14,Debit Card,West
O4192,C246,2024-11-26,UPI,East
O4193,C189,2024-01-18,Cash,North
O4194,C278,2023-10-07,Debit Card,South
O4195,C425,2024-12-20,Credit Card,North
O4196,C128,2023-08-05,Debit Card,West
O4197,C361,2024-02-28,Credit Card,North
O4198,C304,2024-01-25,Credit Card,North
O4199,C084,2023-06-06,Net Banking,East
O4200,C320,2023-08-12,Net Banking,East
O4201,C132,2024-05-26,Credit Card,North
O4202,C358,2024-12-23,Credit Card,West
O4203,C366,2023-03-05,Debit Card,South
O4204,C092,2024-08-04,Cash,West
O4205,C095,2023-07-03,Debit Card,North
O4206,C410,2023-05-02,Net Banking,West
O4207,C279,2023-03-21,UPI,East
O4208,C410,2023-05-12,Credit Card,West
O4209,C296,2023-05-10,Net Banking,East
O4210,C052,2023-02-11,Debit Card,South
O4211,C176,2023-08-25,Debit Card,South
O4212,C298,2023-09-26,Credit Card,North
O4213,C315,2024-02-23,Net Banking,North
O4214,C126,2024-11-21,Debit Card,South
O4215,C018,2023-09-03,Credit Card,East
O4216,C465,2023-06-22,Cash,West
O4217,C279,2024-06-16,Cash,East
O4218,C123,2023-05-28,UPI,West
O4219,C112,2023-09-21,Credit Card,South
O4220,C325,2023-04-22,Net Banking,South
O4221,C032,2023-05-23,UPI,North
O4222,C353,2023-03-19,UPI,South
O4223,C318,2024-11-15,UPI,North
O4224,C480,2023-02-09,Credit Card,North
O4225,C361,2024-06-18,UPI,North
O4226,C400,2024-01-22,Net Banking,East
O4227,C284,2023-11-26,Debit Card,West
O4228,C387,2023-12-22,Credit Card,North
O4229,C378,2023-09-12,UPI,East
O4230,C204,2024-08-18,Cash,East
O4231,C373,2024-10-05,Credit Card,South
O4232,C089,2023-01-04,Net Banking,North
O4233,C287,2024-03-20,Net Banking,West
O4234,C037,2024-04-12,Net Banking,South
O4235,C063,2024-10-14,UPI,North
O4236,C256,2024-10-06,UPI,West
O4237,C364,2024-08-24,UPI,West
O4238,C272,2024-08-18,UPI,South
O4239,C209,2024-05-13,Debit Card,West
O4240,C038,2024-12-20,Debit Card,South
O4241,C343,2023-04-28,Net Banking,South
O4242,C190,2023-11-20,Net Banking,North
O4243,C138,2024-09-25,UPI,South
O4244,C431,2023-11-01,Credit Card,South
O4245,C036,2023-10-18,Cash,West
O4246,C398,2024-08-03,Net Banking,South
O4247,C131,2023-03-15,UPI,West
O4248,C444,2024-02-17,Cash,West
O4249,C278,2023-10-09,UPI,South
O4250,C484,2024-03-10,Debit Card,East
O4251,C071,2024-11-23,UPI,South
O4252,C454,2023-03-24,Debit Card,West
O4253,C314,2023-08-03,Cash,North
O4254,C414,2024-03-15,UPI,North
O4255,C059,2023-11-10,Debit Card,West
O4256,C290,2023-12-04,Cash,South
O4257,C038,2024-09-01,Debit Card,South
O4258,C221,2024-01-16,Credit Card,West
O4259,C031,2023-11-26,UPI,South
O4260,C366,2023-11-18,UPI,South
O4261,C117,2023-10-10,Cash,South
O4262,C083,2024-11-08,UPI,South
O4263,C444,2023-02-06,Credit Card,West
O4264,C296,2023-06-08,Credit Card,East
O4265,C106,2023-03-15,Debit Card,South
O4266,C106,2023-12-04,Debit Card,South
O4267,C309,2023-12-27,Cash,West
O4268,C132,2024-06-22,Net Banking,North
O4269,C383,2024-06-16,UPI,West
O4270,C403,2023-09-16,Net Banking,West
O4271,C411,2024-02-01,Net Banking,West
O4272,C407,2023-01-07,UPI,South
O4273,C408,2023-10-15,Net Banking,West
O4274,C304,2024-06-12,Debit Card,North
O4275,C454,2024-05-06,Net Banking,West
O4276,C003,2023-10-19,Credit Card,West
O4277,C155,2023-03-05,Debit Card,South
O4278,C236,2023-05-15,Net Banking,West
O4279,C152,2023-03-03,UPI,North
O4280,C049,2023-05-17,UPI,South
O4281,C489,2024-07-23,Net Banking,West
O4282,C171,2023-12-20,Cash,East
O4283,C263,2024-06-11,Net Banking,West
O4284,C404,2024-01-20,Cash,South
O4285,C109,2023-01-11,Credit Card,South
O4286,C243,2024-11-15,Cash,West
O4287,C224,2024-07-19,Credit Card,West
O4288,C451,2023-01-28,UPI,South
O4289,C149,2023-06-10,UPI,West
O4290,C023,2024-01-14,Cash,West
O4291,C418,2023-01-05,Debit Card,West
O4292,C431,2024-09-10,Debit Card,South
O4293,C367,2023-08-17,Net Banking,North
O4294,C229,2023-08-13,Cash,North
O4295,C226,2023-04-05,Net Banking,East
O4296,C125,2024-04-23,Cash,West
O4297,C145,2024-10-07,Credit Card,South
O4298,C434,2024-12-28,UPI,South
O4299,C071,2024-11-15,Debit Card,South
O4300,C446,2023-06-02,Cash,North
O4301,C016,2024-08-08,Debit Card,North
O4302,C435,2024-12-08,Credit Card,West
O4303,C454,2023-09-13,Net Banking,West
O4304,C232,2024-06-05,Net Banking,South
O4305,C163,2023-12-17,Debit Card,North
O4306,C037,2023-08-21,UPI,South
O4307,C381,2024-09-04,Cash,South
O4308,C088,2023-08-16,Net Banking,North
O4309,C274,2024-08-06,Credit Card,North
O4310,C302,2023-05-18,Credit Card,North
O4311,C371,2024-07-24,Cash,South
O4312,C248,2024-10-28,Credit Card,West
O4313,C154,2024-04-05,UPI,South
O4314,C464,2023-01-09,Credit Card,North
O4315,C051,2024-10-11,Cash,East
O4316,C271,2023-01-28,Net Banking,North
O4317,C024,2023-09-09,UPI,South
O4318,C023,2023-06-05,Debit Card,West
O4319,C099,2023-06-11,Net Banking,West
O4320,C072,2024-01-07,Net Banking,East
O4321,C300,2024-04-11,Cash,South
O4322,C331,2024-11-19,Net Banking,South
O4323,C279,2024-08-05,Credit Card,East
O4324,C493,2024-05-23,Credit Card,West
O4325,C188,2024-07-13,Debit Card,North
O4326,C462,2024-07-03,UPI,West
O4327,C302,2024-12-26,Cash,North
O4328,C384,2023-09-15,Net Banking,North
O4329,C254,2023-01-03,Cash,South
O4330,C276,2023-07-18,UPI,South
O4331,C108,2024-03-18,Credit Card,West
O4332,C092,2023-09-07,Net Banking,West
O4333,C377,2024-08-13,Debit Card,North
O4334,C347,2024-08-03,Cash,West
O4335,C426,2023-02-04,Credit Card,East
O4336,C206,2024-07-16,UPI,West
O4337,C405,2024-12-15,Net Banking,North
O4338,C091,2023-05-28,Cash,West
O4339,C256,2023-04-15,Credit Card,West
O4340,C043,2023-09-06,Net Banking,West
O4341,C268,2024-09-27,Net Banking,West
O4342,C350,2023-04-18,Net Banking,South
O4343,C094,2024-12-04,Debit Card,North
O4344,C006,2023-04-24,Net Banking,South
O4345,C198,2024-02-02,Debit Card,West
O4346,C353,2024-03-05,Debit Card,South
O4347,C186,2024-03-09,Debit Card,South
O4348,C227,2023-07-08,Debit Card,North
O4349,C438,2024-02-22,Debit Card,East
O4350,C365,2024-10-11,UPI,West
O4351,C352,2023-12-03,UPI,West
O4352,C188,2024-05-23,UPI,North
O4353,C498,2024-12-19,Debit Card,North
O4354,C256,2024-11-01,Cash,West
O4355,C380,2023-12-25,Cash,West
O4356,C469,2023-07-21,UPI,South
O4357,C030,2023-10-03,Debit Card,South
O4358,C106,2024-03-21,UPI,South
O4359,C085,2024-01-04,Credit Card,South
O4360,C239,2023-01-11,Cash,South
O4361,C012,2023-12-21,Net Banking,West
O4362,C169,2023-11-22,Cash,North
O4363,C291,2024-06-21,Net Banking,South
O4364,C355,2023-12-02,Credit Card,West
O4365,C284,2023-10-23,Net Banking,West
O4366,C165,2023-12-28,Credit Card,East
O4367,C472,2023-05-25,Cash,West
O4368,C431,2023-10-14,UPI,South
O4369,C461,2024-06-06,Debit Card,North
O4370,C298,2023-07-19,Net Banking,North
O4371,C488,2023-05-23,Debit Card,North
O4372,C062,2024-12-25,Net Banking,South
O4373,C368,2024-08-02,UPI,North
O4374,C141,2024-05-22,Credit Card,South
O4375,C267,2024-11-06,UPI,South
O4376,C279,2023-04-08,Cash,East
O4377,C126,2023-11-23,Debit Card,South
O4378,C191,2023-05-01,UPI,West
O4379,C258,2024-09-26,UPI,South
O4380,C396,2023-10-23,Net Banking,North
O4381,C193,2023-09-16,Net Banking,North
O4382,C134,2024-11-02,UPI,East
O4383,C248,2024-11-07,Credit Card,West
O4384,C166,2023-07-09,Net Banking,North
O4385,C473,2024-02-25,Net Banking,North
O4386,C105,2024-02-04,Net Banking,North
O4387,C205,2023-08-12,Debit Card,South
O4388,C461,2024-06-11,Debit Card,North
O4389,C251,2024-07-18,Net Banking,North
O4390,C161,2023-01-18,Net Banking,East
O4391,C149,2024-03-11,Net Banking,West
O4392,C057,2024-09-24,Credit Card,East
O4393,C063,2023-09-04,Net Banking,North
O4394,C232,2024-01-04,Cash,South
O4395,C206,2023-12-03,Cash,West
O4396,C299,2023-03-16,Credit Card,West
O4397,C201,2024-12-09,Net Banking,South
O4398,C357,2023-10-16,UPI,East
O4399,C467,2023-08-06,Net Banking,North
O4400,C064,2024-06-11,Cash,North
O4401,C241,2023-09-17,Net Banking,South
O4402,C363,2023-12-16,Credit Card,East
O4403,C313,2024-12-01,Debit Card,South
O4404,C229,2023-03-09,Credit Card,North
O4405,C394,2024-06-06,Credit Card,North
O4406,C258,2024-09-11,Credit Card,South
O4407,C472,2023-09-28,UPI,West
O4408,C408,2023-02-01,Credit Card,West
O4409,C310,2023-02-08,Net Banking,South
O4410,C213,2023-01-10,Debit Card,North
O4411,C073,2023-08-26,Cash,North
O4412,C389,2023-10-28,Credit Card,South
O4413,C467,2023-05-05,Debit Card,North
O4414,C205,2024-09-25,Credit Card,South
O4415,C477,2023-07-26,Credit Card,West
O4416,C006,2023-07-01,Credit Card,South
